product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
365,Рамбутан,2343,212,Фрукты,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2012-03-06,2024-02-06,4.42,Delivered
366,Краснодарская,7037,72,Напитки,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2021-02-02,2023-01-01,3.09,Awaiting Payment
367,Растительное масло кукурузное,6091,957,Бакалея,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2004-02-03,2015-02-13,3.22,Awaiting Review
368,Голова,2744,415,Мясо,Рекомендуется для ежедневного потребления в умеренных количествах.,2016-01-02,2027-05-16,0.15,New
369,"Орехи (грецкий орех, миндаль, фундук)",7757,574,Бакалея,Придает блюдам особую нежность и насыщенность.,2016-02-03,2028-06-03,4.96,Sold
370,Ямайский перец горошком,3282,963,Бакалея,"Подходит для людей всех возрастов, включая детей и пожилых.",2017-01-04,2020-02-28,2.03,Refunded
371,Забайкальская,5874,959,Напитки,Отличается натуральным составом и отсутствием искусственных добавок.,1996-02-01,2009-07-02,2.18,Delivered
372,Red Bull,2065,708,Напитки,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2018-01-10,2029-05-21,3.05,Returned
373,Кунжут черный,8517,287,Бакалея,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2014-02-10,2020-02-07,0.19,Pending
374,Курт,7193,97,Молочные продукты,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1991-06-06,1995-01-23,0.35,Returned
375,Пакеты для аукциона,836,322,Товары для дома,Помогает поддерживать нормальный уровень артериального давления.,2004-01-14,2005-03-25,3.62,Returned
376,Киноа,6785,65,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,2008-07-03,2009-03-07,0.92,Cancelled
377,Ванилин,7094,836,Бакалея,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2018-05-06,2024-01-23,2.36,Out of Stock
378,Молочный шоколад,1448,629,Бакалея,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",2019-01-04,2019-02-04,3.73,New
379,Мультиварка,3211,722,Товары для дома,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",1998-02-05,2019-03-01,1.13,Pending
380,Кунжут черный,1199,488,Бакалея,Отличается универсальностью применения в кулинарии и пищевой промышленности.,2013-01-11,2026-02-02,4.78,New
381,Пакеты для пляжа,2253,130,Товары для дома,Помогает поддерживать нормальный обмен веществ и метаболизм.,2001-03-13,2024-01-02,2.44,Backorder
382,Малина,2202,540,Фрукты,Помогает поддерживать оптимальный вес и форму тела.,2002-01-07,2019-12-01,3.46,Sold
383,Озеро Медвежье,1785,47,Напитки,Способствует нормализации обмена веществ в организме.,2011-03-16,2024-02-08,2.88,On Backorder
384,Молоко,1183,138,Молочные продукты,"Является источником витаминов группы B, необходимых для энергетического обмена.",2014-04-14,2018-01-08,3.71,Refunded
385,Ласси,2249,46,Молочные продукты,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2005-01-01,2005-02-08,1.64,Available for Pickup
386,Сервелат,3133,243,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2017-01-27,2019-01-12,4.53,Temporarily Unavailable
387,Эндивий,7831,669,Овощи,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2017-01-13,2023-02-11,2.18,Shipping
388,Варенец,6650,900,Молочные продукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2013-12-06,2023-05-04,3.57,Temporarily Unavailable
389,Чечевица,9846,714,Овощи,Способствует улучшению работы пищеварительной системы.,2009-02-06,2030-01-04,1.96,Available for Pickup
390,Подставки под горячие блюда,6484,948,Товары для дома,Отличается способностью повышать общий тонус и работоспособность.,1997-05-02,2006-05-01,1.43,Refunded
391,Каша из теффа,4047,837,Бакалея,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1998-04-14,2001-05-07,4.5,In Stock
392,Каша из проса,3863,536,Бакалея,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2010-05-08,2020-01-01,3.2,Awaiting Payment
393,Гранат,4293,148,Фрукты,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",2014-01-02,2029-06-02,0.34,Backorder
394,Сулинка,3457,377,Напитки,Рекомендуется для ежедневного потребления в умеренных количествах.,1994-01-05,2029-01-02,0.89,Awaiting Review
395,Чеддер,2219,268,Молочные продукты,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,1995-04-10,2009-02-15,3.33,Cancelled
396,Варенец,9791,493,Молочные продукты,Подходит для использования в качестве основы для смузи и коктейлей.,2000-01-05,2000-01-11,0.35,Shipping
397,Пакеты для подарков,5804,359,Товары для дома,Помогает поддерживать нормальный уровень артериального давления.,1992-02-08,2013-04-11,4.88,In Stock
398,Роллы с мясом,6709,817,Мясо,Отличается высокой питательностью и способен быстро утолить голод.,2002-04-05,2012-02-21,0.33,Returned
399,Сыворотка молочная,7128,412,Бакалея,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2006-01-10,2020-05-03,0.01,Sold
400,Уральская,1971,881,Напитки,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2012-02-06,2022-01-07,3.38,Awaiting Review
401,Талицкая,1325,155,Напитки,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",1997-04-01,2021-02-03,3.36,Backorder
402,Эмменталь,8114,602,Молочные продукты,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",2009-09-15,2012-03-02,3.85,New
403,Родники Алтая,2980,762,Напитки,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2017-02-19,2028-12-20,4.86,Cancelled
404,Сухое мясо,3808,923,Мясо,Помогает укреплять стенки сосудов и улучшать кровообращение.,2008-01-09,2018-07-01,1.31,Sold
405,Турнепс,9500,296,Овощи,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2019-09-15,2028-01-06,4.92,Awaiting Review
406,Хурма,7516,1,Фрукты,"Помогает поддерживать нормальный уровень танинов, веществ, обладающих вяжущими и антисептическими свойствами.",2005-10-10,2009-04-04,2.67,Refunded
407,Овсянка,7119,771,Бакалея,Прошел проверку на соответствие экологическим нормам и стандартам.,2017-09-04,2024-02-01,3.06,Backorder
408,Рязанская,1762,326,Напитки,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2012-01-27,2012-02-02,1.43,Returned
409,Пакеты для мастер-класса,147,476,Товары для дома,Отличается низким содержанием насыщенных жиров и холестерина.,2011-05-15,2013-04-10,2.9,On Backorder
410,Фейхоа,7396,849,Фрукты,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1997-03-07,2009-02-13,4.27,Delivered
411,Пакеты для хранения одежды,7735,621,Товары для дома,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2021-04-20,2029-01-02,4.09,Refunded
412,Энергетический напиток,7679,356,Напитки,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2015-08-11,2017-02-07,1.03,Out of Stock
413,Кефир,1050,85,Молочные продукты,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1999-03-23,2007-05-12,2.89,Refunded
414,Кефир,9653,275,Молочные продукты,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2013-08-03,2020-04-12,2.92,Shipping
415,Батат,6367,160,Овощи,Отличается высоким уровнем биологической доступности питательных веществ.,2014-03-14,2030-03-03,2.54,Pending
416,Сахар,3205,314,Бакалея,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2019-03-01,2029-02-03,3.54,Sold
417,Хурма,4190,432,Фрукты,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,1992-01-01,2002-01-18,0.76,Returned
418,Кровяная колбаса,4925,565,Мясо,Часто рекомендуется врачами-диетологами как часть здорового питания.,1990-01-14,1997-10-05,2.31,Available for Pickup
419,Хлебопечка,242,506,Товары для дома,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2012-04-19,2017-04-13,1.49,Sold
420,Айран,6982,313,Молочные продукты,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1998-04-02,2012-06-10,0.88,Pending
421,Вологодская,6219,643,Напитки,"Отличается высоким содержанием эллаговой кислоты, вещества, обладающего противораковыми свойствами.",2006-12-12,2007-05-01,2.84,Pending
422,Южно-Сахалинская,1431,736,Напитки,"Помогает улучшить состояние волос, ногтей и кожи.",2012-03-03,2012-03-06,2.34,Awaiting Review
423,Подсолнечник семена,1477,672,Бакалея,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",1999-04-05,2019-04-04,4.42,Refunded
424,Смородина,2479,930,Фрукты,Отличается высокой эффективностью в борьбе с анемией благодаря содержанию железа.,2004-12-16,2012-04-07,0.25,Available for Pickup
425,Ложки столовые,9249,111,Товары для дома,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2003-03-04,2017-02-01,1.97,Awaiting Review
426,Тостер,3413,85,Товары для дома,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2004-04-02,2021-07-19,0.6,Delivered
427,Ессентуки,2772,49,Напитки,Прошел проверку на соответствие экологическим нормам и стандартам.,2001-06-05,2022-01-07,2.75,Backorder
428,Ростовская,9767,882,Напитки,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",1997-01-05,2012-05-15,3.89,Available for Pickup
429,Каша из дробленной кускусовой крупы,3148,711,Бакалея,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2011-01-16,2019-02-04,0.7,In Stock
430,Анис звездчатый,634,939,Бакалея,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2009-01-04,2015-08-03,1.16,Available for Pickup
431,Тан,9904,127,Молочные продукты,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2018-11-20,2023-02-07,0.74,Available for Pickup
432,Верблюжье молоко,205,233,Молочные продукты,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2007-01-03,2017-01-01,2.2,Awaiting Payment
433,Чеддер,1335,370,Молочные продукты,Способствует снижению уровня стресса и улучшению настроения.,1992-03-11,1999-02-23,0.89,Delivered
434,Брюква,6885,714,Овощи,Помогает поддерживать нормальный уровень pH в организме.,1992-01-01,1998-02-04,2.4,Out of Stock
435,Кунжут черный,4377,535,Бакалея,Отвечает всем современным стандартам качества и безопасности.,1993-05-05,2009-01-11,0.77,In Stock
436,Смоленская,4063,111,Напитки,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",2010-01-07,2014-01-04,2.66,Delivered
437,Байкал,750,337,Напитки,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",1997-01-07,2014-05-05,1.01,On Backorder
438,Coca-Cola Zero,3072,177,Напитки,Помогает поддерживать нормальный уровень гемоглобина в крови.,1990-11-05,2027-01-04,3.11,Sold
439,Каша из камута,1028,577,Бакалея,Помогает поддерживать здоровый цвет лица и упругость кожи.,2003-01-27,2006-02-02,2.24,Backorder
440,Ведро для мытья полов,5868,638,Товары для дома,"Помогает поддерживать нормальный уровень аллицина, вещества, обладающего антибактериальными и противогрибковыми свойствами.",1990-01-11,2020-01-04,2.89,Temporarily Unavailable
441,Разрыхлитель теста,7583,17,Бакалея,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2003-01-07,2022-06-01,3.53,Refunded
442,Каша из дробленной перловой крупы,4986,291,Бакалея,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2010-03-04,2026-03-14,4.24,Awaiting Review
443,Чоризо,2061,913,Мясо,Может использоваться в косметических процедурах для увлажнения кожи.,1993-05-07,2004-01-07,3.32,Backorder
444,Зубная паста,3076,224,Товары для дома,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2007-12-08,2021-09-04,4.41,Sold
445,Патиссон,5474,267,Овощи,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2019-02-04,2029-03-20,1.8,New
446,Пармезан,5997,434,Молочные продукты,Представляет собой ценный источник питательных веществ для растущего организма.,1991-09-07,2025-06-23,0.92,Returned
447,Баклажан,2669,636,Овощи,"Отличается высоким содержанием даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2010-02-08,2018-01-08,4.26,Available for Pickup
448,Мак семена,5498,178,Бакалея,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2004-06-08,2020-06-09,2.79,Awaiting Payment
449,Электрочайник,3327,821,Товары для дома,Помогает поддерживать нормальный уровень кислотности желудка.,1998-03-04,2020-10-12,2.29,Returned
450,Пельмени,4947,571,Мясо,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2005-05-07,2029-01-07,1.48,Temporarily Unavailable
451,Чеддер,6276,535,Молочные продукты,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2000-03-06,2003-07-10,2.47,Refunded
452,Сыр,8341,669,Молочные продукты,Способствует снижению уровня стресса и улучшению настроения.,2022-02-12,2023-01-01,0.81,New
453,Петрушка корневая,2697,148,Овощи,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2001-04-12,2006-02-22,4.51,Awaiting Review
454,Источник Троицкий,4803,959,Напитки,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2012-06-05,2023-07-04,1.47,Available for Pickup
455,Брокколи,7819,475,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1992-01-05,1998-05-02,0.54,Delivered
456,Батат,9880,596,Овощи,"Богат кальцием, необходимым для укрепления костей и зубов.",2007-02-17,2029-01-06,4.42,Available for Pickup
457,Маринад для мяса,6335,10,Бакалея,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2017-03-11,2030-01-10,1.62,In Stock
458,Сулинка,3164,490,Напитки,Представляет собой ценный источник питательных веществ для растущего организма.,2012-04-03,2016-02-04,0.22,Shipping
459,Молоко,3268,288,Молочные продукты,Помогает поддерживать нормальный уровень гормонов в организме.,2006-01-07,2010-08-07,4.84,Delivered
460,Форосская,9117,562,Напитки,Помогает поддерживать нормальный уровень глюкозы в крови.,2020-01-01,2024-02-07,2.34,In Stock
461,Масло сливочное,3614,652,Молочные продукты,Отличается высоким уровнем биологической доступности питательных веществ.,2005-06-05,2010-04-01,3.76,Cancelled
462,Пакеты для семинара,1254,6,Товары для дома,"Помогает поддерживать нормальный уровень дофамина, гормона, отвечающего за мотивацию и удовольствие.",2009-04-03,2021-09-04,3.27,Pending
463,Роллы с мясом,2212,604,Мясо,"Отличается высоким содержанием селена, важного для антиоксидантной защиты организма.",2015-04-04,2023-05-02,3.7,New
464,Масала чай,6112,7,Напитки,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2018-01-06,2024-03-02,2.42,New
465,Яблоко,1595,534,Фрукты,Может быть использован в качестве заменителя менее полезных продуктов.,1996-01-15,2020-07-07,2.72,Delivered
466,Адыгейский сыр,393,647,Молочные продукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2004-05-12,2028-01-04,3.87,Pending
467,Вяленое мясо,4433,154,Мясо,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",2019-12-12,2027-03-20,4.96,Shipping
468,Каша из дробленной гречки,5245,916,Бакалея,Поддерживает иммунитет и общее состояние здоровья.,2008-01-10,2025-04-01,3.71,Returned
469,Адлеркурортная,9793,495,Напитки,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2018-04-13,2024-12-02,0.36,In Stock
470,Орегано сушеный,7757,23,Бакалея,"Подходит для использования в диетах, направленных на снижение веса.",2009-04-11,2014-01-12,3.85,Delivered
471,Каша из гречки зеленой,5116,867,Бакалея,Способствует улучшению работы пищеварительной системы.,2006-06-03,2024-01-08,4.81,Sold
472,Зира молотая,2290,546,Бакалея,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2017-07-20,2029-02-05,0.63,On Backorder
473,Куриные грудки,492,524,Мясо,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",2018-02-11,2025-03-11,4.41,Awaiting Review
474,Карачинская,2587,485,Напитки,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,2016-07-16,2027-02-07,0.92,Cancelled
475,Старый источник,5744,194,Напитки,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2011-01-11,2018-01-20,4.58,Pending
476,Шалфей сушеный,1746,822,Бакалея,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2016-04-01,2027-01-11,1.38,New
477,Апельсин,6879,704,Фрукты,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",2020-04-25,2026-01-17,1.64,Refunded
478,Котлеты,8176,142,Мясо,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2018-02-15,2019-01-09,3.29,Available for Pickup
479,Хурма,2906,692,Фрукты,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1994-01-16,2021-04-10,1.89,Awaiting Payment
480,Зельц,3155,617,Мясо,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1996-01-01,2027-09-14,4.91,Shipping
481,Кольраби,5291,862,Овощи,Помогает поддерживать нормальный уровень эстрогенов у женщин.,2007-05-07,2020-03-01,3.23,Out of Stock
482,Яблоко,9797,150,Фрукты,Отличается натуральным составом и отсутствием искусственных добавок.,2004-02-23,2021-02-03,4.95,Backorder
483,Мелисса сушеная,4622,621,Бакалея,Помогает поддерживать нормальный обмен веществ и метаболизм.,2019-04-11,2022-05-05,2.2,Shipping
484,Слива,4859,996,Фрукты,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1992-02-06,2004-07-03,0.31,Returned
485,Капуста белокочанная,4717,629,Овощи,Отличается натуральным составом и отсутствием искусственных добавок.,2000-01-02,2028-03-04,0.8,Refunded
486,Каша из киноа,2218,677,Бакалея,Прошел сертификацию на соответствие требованиям органических стандартов.,2018-05-11,2030-09-02,3.76,In Stock
487,Донат магний,4086,958,Напитки,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2019-03-13,2030-05-13,0.39,Backorder
488,Вяленое мясо,1818,136,Мясо,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2010-03-03,2023-05-11,0.93,Awaiting Review
489,Буковинская,7607,565,Напитки,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",2021-04-11,2026-09-11,2.13,Pending
490,Бурятская,1341,934,Напитки,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2005-07-04,2009-02-07,0.24,Out of Stock
491,Сальтисон,6546,643,Мясо,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",2004-03-03,2008-01-02,4.57,Available for Pickup
492,Укроп,7642,93,Овощи,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2001-03-05,2004-01-01,4.28,Cancelled
493,Пахта,7306,624,Молочные продукты,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",2007-01-08,2021-01-02,3.02,On Backorder
494,Пакеты для игрушек,8279,16,Товары для дома,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2005-02-02,2026-01-01,0.09,Awaiting Review
495,Копчености,1356,449,Мясо,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,1995-01-23,1997-04-05,1.41,Shipping
496,Киви,1705,289,Фрукты,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",1992-09-06,2018-05-19,2.29,Pending
497,Пакеты для заморозки,890,455,Товары для дома,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",2002-10-06,2026-03-02,1.38,Awaiting Payment
498,Fantastic,9760,556,Напитки,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1995-01-05,2016-01-06,1.06,Sold
499,Растительное масло льняное,4923,763,Бакалея,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2017-10-06,2019-01-02,1.69,Backorder
500,Соевый напиток,9008,583,Напитки,Может быть использован в качестве заменителя менее полезных продуктов.,2001-01-05,2023-07-11,0.32,In Stock
501,Картофель,7126,887,Овощи,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",2000-02-02,2020-04-05,1.89,Refunded
502,Портулак,6516,862,Овощи,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2019-03-19,2028-01-28,0.58,New
503,Сок грейпфрутовый,8300,981,Напитки,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,1992-07-08,2016-01-11,1.92,Refunded
504,Чашки,8344,621,Товары для дома,"Отличается высоким содержанием пиридоксина, необходимого для синтеза нейромедиаторов.",2006-05-07,2030-02-01,1.62,On Backorder
505,Coca-Cola Zero,2297,118,Напитки,Помогает поддерживать нормальный обмен веществ и метаболизм.,2021-04-07,2026-09-10,1.05,Delivered
506,Зира молотая,7942,9,Бакалея,Помогает укреплять стенки сосудов и улучшать кровообращение.,2003-01-09,2018-03-09,0.48,Pending
507,"Специи (перец, куркума, зира)",4789,693,Бакалея,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",2015-04-03,2030-03-01,3.99,Cancelled
508,Дыня,1394,837,Фрукты,"Помогает поддерживать нормальный уровень зеаксантина, каротиноида, важного для здоровья глаз.",2002-07-01,2027-02-05,3.65,Awaiting Payment
509,Топлёное молоко,3688,968,Молочные продукты,Помогает укреплять стенки сосудов и улучшать кровообращение.,2013-02-03,2013-05-02,4.31,New
510,Пакеты для Дня Земли,1044,203,Товары для дома,Отличается высоким уровнем биологической доступности питательных веществ.,2012-02-07,2029-09-10,1.54,Refunded
511,Мука ржаная,7869,904,Бакалея,"Отличается высоким содержанием ниацина, необходимого для здоровья кожи и пищеварения.",2006-01-13,2012-01-11,1.72,Cancelled
512,Иркутская,1715,300,Напитки,Помогает поддерживать нормальный уровень гормонов в организме.,2012-01-01,2025-01-09,2.56,Shipping
513,Сливки,3027,371,Молочные продукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2012-06-20,2020-02-04,2.34,Out of Stock
514,Шампунь,4488,707,Товары для дома,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",2018-08-04,2023-01-20,4.34,Awaiting Payment
515,Каша из дробленого кускуса,7259,298,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,1992-07-08,2014-04-02,1.44,Awaiting Review
516,Буузы,9922,391,Мясо,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,2021-02-01,2026-12-04,1.66,Backorder
517,Инжир,1890,349,Фрукты,"Отличается высоким содержанием антиоксидантов, защищающих клетки от окислительного стресса.",1992-04-12,2006-07-17,1.85,In Stock
518,Кетчуп,944,486,Бакалея,"Подходит для людей всех возрастов, включая детей и пожилых.",2017-03-01,2019-03-01,1.21,Pending
519,Шелковица,6570,218,Фрукты,Подходит для использования в качестве замены традиционных молочных продуктов.,1997-08-11,2000-03-16,0.31,In Stock
520,Пакеты для заморозки,5218,915,Товары для дома,Помогает поддерживать нормальный уровень гемоглобина в крови.,2017-06-05,2027-03-16,2.78,Out of Stock
521,Фета,1983,143,Молочные продукты,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",1997-01-20,2011-03-22,1.09,Returned
522,Шелковица,8287,261,Фрукты,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",1997-04-07,2010-03-12,2.21,On Backorder
523,Пакеты для Рождества,6419,502,Товары для дома,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,1990-06-09,2025-02-02,3.82,Backorder
524,Источник Троицкий,3207,714,Напитки,Помогает укрепить иммунную систему и защитить организм от инфекций.,2008-10-07,2015-04-06,1.47,Shipping
525,Сибирская,2870,129,Напитки,"Отличается высоким содержанием даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2004-03-20,2021-02-26,3.79,Returned
526,Шахтинская,4765,345,Напитки,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2005-05-04,2010-06-18,4.38,Awaiting Review
527,Слива,7424,645,Фрукты,"Отличается высоким содержанием антоцианов, пигментов, обладающих антиоксидантными и противовоспалительными свойствами.",2014-03-12,2022-08-08,3.69,Available for Pickup
528,Тыква,1861,873,Овощи,"Обеспечивает организм необходимыми жирами, белками и углеводами.",2010-03-08,2025-01-02,3.1,Awaiting Payment
529,Мандарин,6361,522,Фрукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2014-05-07,2027-07-10,2.05,Returned
530,Моющее средство для стекол,7535,930,Товары для дома,Прошел сертификацию на соответствие требованиям органических стандартов.,2018-01-09,2028-02-07,0.61,Available for Pickup
531,Сок морковный,1898,202,Напитки,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1992-01-03,2030-01-06,3.26,Shipping
532,Тыква,6860,18,Овощи,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,2000-12-05,2024-01-25,3.15,Shipping
533,Верблюжье молоко,9217,722,Молочные продукты,"Отличается высоким содержанием омега-3 жирных кислот, полезных для сердца.",1990-03-08,2013-02-10,4.31,In Stock
534,Сервелат,8951,10,Мясо,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2014-02-28,2019-01-05,0.47,On Backorder
535,Сергиево-Посадская,8830,710,Напитки,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2008-01-16,2015-03-08,0.19,Returned
536,Ласси,3698,541,Молочные продукты,"Отличается высоким содержанием хрома, необходимого для регуляции уровня сахара в крови.",2006-03-06,2021-01-01,2.27,Cancelled
537,Лавровый лист,7877,3,Бакалея,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1991-02-01,2008-03-04,0.45,Cancelled
538,Гречка,8489,928,Бакалея,Способствует нормализации обмена веществ в организме.,2021-05-03,2029-02-05,1.06,Backorder
539,Пакеты для пикников,7806,933,Товары для дома,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,1993-10-04,2017-08-04,0.43,Shipping
540,Простокваша,7005,799,Молочные продукты,Может быть использован в качестве заменителя менее полезных продуктов.,2016-06-01,2020-02-01,4.46,New
541,Лимон,9381,433,Фрукты,"Помогает поддерживать нормальный уровень сапонинов, веществ, способствующих снижению уровня холестерина.",2000-03-20,2024-06-21,1.89,Pending
542,Пакеты для кемпинга,7369,886,Товары для дома,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2014-01-08,2015-05-01,0.38,Pending
543,Каша из дробленной пшеничной крупы,7715,17,Бакалея,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",1999-03-17,2011-07-01,0.86,In Stock
